rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,subject,stimulus,task,correct,subtask,slider_start,accent,high_IC,accent_chosen,high_IC_chosen,question_order
7715,1,audio-button-response,10,87627,0.0-10.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,fc_accents_54_4.mp3,soundcheck,true,,,,,,,
839, ,html-keyboard-response,11,88467,0.0-11.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,<p>Correct!</p> Press the space bar to continue.,,,,,,,,,
18257, ,html-keyboard-response,12,106725,0.0-12.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"If you got <b>less than 2/3</b> of the previous soundcheck questions correct, <b>we unfortunately cannot use your data or pay you</b>. Please exit the experiment now.
    
    <p>If you got <b>more than 2/3</b> correct, press the space bar to continue</p>.",,,,,,,,,
6874, ,html-keyboard-response,13,113599,0.0-13.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"<p>Please listen carefully to the following set of melodies. 
      You will occassionally be asked some basic questions about some of the melodies to check your attention level. </p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
3854, ,html-keyboard-response,14,117454,0.0-14.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"<p>The attention questions vary in difficulty, but you must get at least some questions correct for us to pay you.</p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
1503, ,html-keyboard-response,15,118958,0.0-15.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"
    This part of the experiment should take <b>15-20 minutes</b>. 
    <p><b>Press the space bar to begin.</b></p>",,,,,,,,,
null,null,audio-keyboard-response,16,142209,0.0-16.0-0.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_14.mp3""]",exposure,,exp_noresponse,,,,,,
6519,1,audio-slider-response,17,148866,0.0-16.0-1.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""grammatical_2.mp3""]",exposure,,exp_liking,4,,,,,
null,null,audio-keyboard-response,18,171868,0.0-16.0-2.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_14.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,19,194993,0.0-16.0-3.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_35.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,20,218183,0.0-16.0-4.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_5.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,21,241313,0.0-16.0-5.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_19.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,22,264433,0.0-16.0-6.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_25.mp3""]",exposure,,exp_noresponse,,,,,,
12701,1,audio-button-response,23,277223,0.0-16.0-7.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,attn_length_int_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,24,300352,0.0-16.0-8.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_6.mp3""]",exposure,,exp_noresponse,,,,,,
8522,1,audio-button-response,25,308876,0.0-16.0-9.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,attn_length_int_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,26,332021,0.0-16.0-10.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_31.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,27,355138,0.0-16.0-11.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_29.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,28,378141,0.0-16.0-12.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_31.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,29,401261,0.0-16.0-13.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_45.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,30,425255,0.0-16.0-14.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_1.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,31,448370,0.0-16.0-15.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_17.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,32,471372,0.0-16.0-16.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_45.mp3""]",exposure,,exp_noresponse,,,,,,
8800,1,audio-button-response,33,480284,0.0-16.0-17.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,attn_length_easy_1.mp3,exposure,true,attncheck,,,,,,
8539,1,audio-button-response,34,488828,0.0-16.0-18.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,attn_length_easy_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,35,511831,0.0-16.0-19.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_35.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,36,534949,0.0-16.0-20.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_30.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,37,558064,0.0-16.0-21.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_22.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,38,581222,0.0-16.0-22.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_2.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,39,604341,0.0-16.0-23.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_44.mp3""]",exposure,,exp_noresponse,,,,,,
8800,1,audio-button-response,40,613147,0.0-16.0-24.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,attn_length_int_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,41,636278,0.0-16.0-25.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_12.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,42,660252,0.0-16.0-26.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_16.mp3""]",exposure,,exp_noresponse,,,,,,
9259,1,audio-button-response,43,669516,0.0-16.0-27.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,attn_length_easy_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,44,692636,0.0-16.0-28.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_34.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,45,715792,0.0-16.0-29.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_7.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,46,739771,0.0-16.0-30.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_42.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,47,762773,0.0-16.0-31.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_14.mp3""]",exposure,,exp_noresponse,,,,,,
8290,1,audio-button-response,48,771064,0.0-16.0-32.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,attn_length_int_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,49,794066,0.0-16.0-33.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_6.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,50,817182,0.0-16.0-34.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_38.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,51,840278,0.0-16.0-35.0,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,"[""exposure_4s_15.mp3""]",exposure,,exp_noresponse,,,,,,
