,rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,subject,stimulus,task,correct,subtask,slider_start,accent,high_IC,accent_chosen,high_IC_chosen,question_order
10,1334.0, ,html-keyboard-response,10,61584,0.0-9.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,<p>Correct!</p> Press the space bar to continue.,,,,,,,,,
11,5888.0,1,audio-button-response,11,67583,0.0-10.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,fc_accents_54_4.mp3,soundcheck,True,,,,,,,
12,1196.0, ,html-keyboard-response,12,68781,0.0-11.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,<p>Correct!</p> Press the space bar to continue.,,,,,,,,,
13,11783.0, ,html-keyboard-response,13,80565,0.0-12.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"If you got <b>less than 2/3</b> of the previous soundcheck questions correct, <b>we unfortunately cannot use your data or pay you</b>. Please exit the experiment now.
    
    <p>If you got <b>more than 2/3</b> correct, press the space bar to continue</p>.",,,,,,,,,
14,6364.0, ,html-keyboard-response,14,86931,0.0-13.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"<p>Please listen carefully to the following set of melodies. 
      You will occassionally be asked some basic questions about some of the melodies to check your attention level. </p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
15,7136.0, ,html-keyboard-response,15,94068,0.0-14.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"<p>The attention questions vary in difficulty, but you must get at least some questions correct for us to pay you.</p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
16,2350.0, ,html-keyboard-response,16,96419,0.0-15.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"
    This part of the experiment should take <b>15-20 minutes</b>. 
    <p><b>Press the space bar to begin.</b></p>",,,,,,,,,
17,,,audio-keyboard-response,17,119799,0.0-16.0-0.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_44.mp3""]",exposure,,exp_noresponse,,,,,,
18,,,audio-keyboard-response,18,143464,0.0-16.0-1.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_25.mp3""]",exposure,,exp_noresponse,,,,,,
19,,,audio-keyboard-response,19,166932,0.0-16.0-2.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_12.mp3""]",exposure,,exp_noresponse,,,,,,
20,,,audio-keyboard-response,20,190325,0.0-16.0-3.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_6.mp3""]",exposure,,exp_noresponse,,,,,,
21,,,audio-keyboard-response,21,213635,0.0-16.0-4.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_30.mp3""]",exposure,,exp_noresponse,,,,,,
22,1269.0, ,audio-keyboard-response,22,236989,0.0-16.0-5.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_21.mp3""]",exposure,,exp_noresponse,,,,,,
23,11285.0,1,audio-button-response,23,248526,0.0-16.0-6.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,attn_length_hard_1.mp3,exposure,True,attncheck,,,,,,
24,8395.0,1,audio-button-response,24,257109,0.0-16.0-7.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
25,,,audio-keyboard-response,25,280657,0.0-16.0-8.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_31.mp3""]",exposure,,exp_noresponse,,,,,,
26,,,audio-keyboard-response,26,304140,0.0-16.0-9.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_43.mp3""]",exposure,,exp_noresponse,,,,,,
27,8352.0,1,audio-button-response,27,312499,0.0-16.0-10.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
28,,,audio-keyboard-response,28,335887,0.0-16.0-11.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_40.mp3""]",exposure,,exp_noresponse,,,,,,
29,,,audio-keyboard-response,29,359356,0.0-16.0-12.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_8.mp3""]",exposure,,exp_noresponse,,,,,,
30,,,audio-keyboard-response,30,382859,0.0-16.0-13.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_5.mp3""]",exposure,,exp_noresponse,,,,,,
31,11221.0,5,audio-slider-response,31,394324,0.0-16.0-14.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""grammatical_6.mp3""]",exposure,,exp_liking,4.0,,,,,
32,,,audio-keyboard-response,32,417644,0.0-16.0-15.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_45.mp3""]",exposure,,exp_noresponse,,,,,,
33,,,audio-keyboard-response,33,440961,0.0-16.0-16.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_19.mp3""]",exposure,,exp_noresponse,,,,,,
34,,,audio-keyboard-response,34,463980,0.0-16.0-17.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_40.mp3""]",exposure,,exp_noresponse,,,,,,
35,,,audio-keyboard-response,35,488091,0.0-16.0-18.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_16.mp3""]",exposure,,exp_noresponse,,,,,,
36,,,audio-keyboard-response,36,511099,0.0-16.0-19.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_6.mp3""]",exposure,,exp_noresponse,,,,,,
37,8320.0,1,audio-button-response,37,519421,0.0-16.0-20.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
38,,,audio-keyboard-response,38,542908,0.0-16.0-21.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_32.mp3""]",exposure,,exp_noresponse,,,,,,
39,,,audio-keyboard-response,39,566483,0.0-16.0-22.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_24.mp3""]",exposure,,exp_noresponse,,,,,,
40,,,audio-keyboard-response,40,589494,0.0-16.0-23.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_5.mp3""]",exposure,,exp_noresponse,,,,,,
41,8395.0,1,audio-button-response,41,597896,0.0-16.0-24.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
42,,,audio-keyboard-response,42,621228,0.0-16.0-25.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_35.mp3""]",exposure,,exp_noresponse,,,,,,
43,,,audio-keyboard-response,43,644641,0.0-16.0-26.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_20.mp3""]",exposure,,exp_noresponse,,,,,,
44,9269.0,1,audio-button-response,44,653917,0.0-16.0-27.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
45,,,audio-keyboard-response,45,676923,0.0-16.0-28.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_19.mp3""]",exposure,,exp_noresponse,,,,,,
46,,,audio-keyboard-response,46,700236,0.0-16.0-29.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_15.mp3""]",exposure,,exp_noresponse,,,,,,
47,,,audio-keyboard-response,47,723647,0.0-16.0-30.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_33.mp3""]",exposure,,exp_noresponse,,,,,,
48,,,audio-keyboard-response,48,746967,0.0-16.0-31.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_39.mp3""]",exposure,,exp_noresponse,,,,,,
49,,,audio-keyboard-response,49,770315,0.0-16.0-32.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_34.mp3""]",exposure,,exp_noresponse,,,,,,
50,,,audio-keyboard-response,50,793318,0.0-16.0-33.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_44.mp3""]",exposure,,exp_noresponse,,,,,,
51,,,audio-keyboard-response,51,816678,0.0-16.0-34.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_4.mp3""]",exposure,,exp_noresponse,,,,,,
52,,,audio-keyboard-response,52,839974,0.0-16.0-35.0,11,tonic C5,2024-05-31 14:16:45,69c1fe8e8766760338ed5ecbe911aaa3,82.31.246.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",wrywed,"[""exposure_4s_9.mp3""]",exposure,,exp_noresponse,,,,,,
