rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,subject,stimulus,task,correct,subtask,slider_start,accent,high_IC,accent_chosen,high_IC_chosen,question_order
13251,0,audio-button-response,24,214452,0.0-16.0-8.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,attn_length_hard_1.mp3,exposure,false,attncheck,,,,,,
null,null,audio-keyboard-response,25,237678,0.0-16.0-9.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_41.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,26,261064,0.0-16.0-10.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_30.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,27,284296,0.0-16.0-11.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_3.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,28,307521,0.0-16.0-12.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_21.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,29,330781,0.0-16.0-13.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_5.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,30,353995,0.0-16.0-14.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_16.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,31,377012,0.0-16.0-15.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_34.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,32,400014,0.0-16.0-16.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_26.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,33,423287,0.0-16.0-17.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_12.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,34,446296,0.0-16.0-18.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_3.mp3""]",exposure,,exp_noresponse,,,,,,
8149,1,audio-button-response,35,454718,0.0-16.0-19.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,attn_length_int_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,36,477929,0.0-16.0-20.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_15.mp3""]",exposure,,exp_noresponse,,,,,,
8560,1,audio-button-response,37,486486,0.0-16.0-21.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,attn_length_easy_1.mp3,exposure,true,attncheck,,,,,,
4909,5,audio-slider-response,38,491665,0.0-16.0-22.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""grammatical_4.mp3""]",exposure,,exp_liking,4,,,,,
null,null,audio-keyboard-response,39,514880,0.0-16.0-23.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_38.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,40,537896,0.0-16.0-24.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_26.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,41,561113,0.0-16.0-25.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_28.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,42,584377,0.0-16.0-26.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_20.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,43,607595,0.0-16.0-27.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_22.mp3""]",exposure,,exp_noresponse,,,,,,
7552,1,audio-button-response,44,615152,0.0-16.0-28.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,attn_length_int_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,45,638379,0.0-16.0-29.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_37.mp3""]",exposure,,exp_noresponse,,,,,,
9109,4,audio-slider-response,46,647736,0.0-16.0-30.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""grammatical_6.mp3""]",exposure,,exp_liking,4,,,,,
null,null,audio-keyboard-response,47,670948,0.0-16.0-31.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_25.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,48,693960,0.0-16.0-32.0,11,tonic A4,2024-06-01 10:24:29,dbf4c01b3354d3453d67d51790ec2aaf,86.158.164.74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.9,en-US;q=0.8",wzewhd,"[""exposure_4s_18.mp3""]",exposure,,exp_noresponse,,,,,,
