,rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,subject,stimulus,task,correct,subtask,slider_start,accent,high_IC,accent_chosen,high_IC_chosen,question_order
195,,,audio-keyboard-response,54,1052987,0.0-16.0-37.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_19.mp3""]",exposure,,exp_noresponse,,,,,,
196,,,audio-keyboard-response,55,1075997,0.0-16.0-38.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_44.mp3""]",exposure,,exp_noresponse,,,,,,
197,,,audio-keyboard-response,56,1099006,0.0-16.0-39.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_29.mp3""]",exposure,,exp_noresponse,,,,,,
198,10661.0,1,audio-button-response,57,1109669,0.0-16.0-40.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
199,,,audio-keyboard-response,58,1132677,0.0-16.0-41.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_8.mp3""]",exposure,,exp_noresponse,,,,,,
200,,,audio-keyboard-response,59,1155872,0.0-16.0-42.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_27.mp3""]",exposure,,exp_noresponse,,,,,,
201,9869.0,1,audio-button-response,60,1165739,0.0-16.0-43.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
202,,,audio-keyboard-response,61,1188746,0.0-16.0-44.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_20.mp3""]",exposure,,exp_noresponse,,,,,,
203,,,audio-keyboard-response,62,1211756,0.0-16.0-45.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_27.mp3""]",exposure,,exp_noresponse,,,,,,
204,,,audio-keyboard-response,63,1234776,0.0-16.0-46.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_27.mp3""]",exposure,,exp_noresponse,,,,,,
205,,,audio-keyboard-response,64,1257996,0.0-16.0-47.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_6.mp3""]",exposure,,exp_noresponse,,,,,,
206,28109.0,1,audio-button-response,65,1286247,0.0-16.0-48.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,attn_length_int_1.mp3,exposure,True,attncheck,,,,,,
207,,,audio-keyboard-response,66,1309446,0.0-16.0-49.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_5.mp3""]",exposure,,exp_noresponse,,,,,,
208,,,audio-keyboard-response,67,1332665,0.0-16.0-50.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_32.mp3""]",exposure,,exp_noresponse,,,,,,
209,,,audio-keyboard-response,68,1355685,0.0-16.0-51.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_10.mp3""]",exposure,,exp_noresponse,,,,,,
210,,,audio-keyboard-response,69,1378705,0.0-16.0-52.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_25.mp3""]",exposure,,exp_noresponse,,,,,,
211,,,audio-keyboard-response,70,1401925,0.0-16.0-53.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_41.mp3""]",exposure,,exp_noresponse,,,,,,
212,35501.0,5,audio-slider-response,71,1437538,0.0-16.0-54.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""grammatical_7.mp3""]",exposure,,exp_liking,4.0,,,,,
213,,,audio-keyboard-response,72,1460744,0.0-16.0-55.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_38.mp3""]",exposure,,exp_noresponse,,,,,,
214,,,audio-keyboard-response,73,1483765,0.0-16.0-56.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_14.mp3""]",exposure,,exp_noresponse,,,,,,
215,14331.0,1,audio-button-response,74,1498088,0.0-16.0-57.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,attn_length_hard_1.mp3,exposure,True,attncheck,,,,,,
216,,,audio-keyboard-response,75,1521285,0.0-16.0-58.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"[""exposure_4s_2.mp3""]",exposure,,exp_noresponse,,,,,,
217,13371.0,1,audio-button-response,76,1534653,0.0-16.0-59.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,attn_length_hard_1.mp3,exposure,True,attncheck,,,,,,
218,9614.0, ,html-keyboard-response,77,1544270,0.0-17.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"<p>You will now be asked to judge how similar some melodies are to what you have
    just listened to. </p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
219,5196.0, ,html-keyboard-response,78,1549470,0.0-18.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"<p>The changes in the melodies are subtle. If you are not sure, go with your gut feeling.</p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
220,16152.0,7,audio-slider-response,79,1565748,0.0-19.0-0.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,grammatical_5.mp3,grammar_learning,,,4.0,,,,,
221,12131.0,6,audio-slider-response,80,1577980,0.0-19.0-0.1,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,grammatical_2.mp3,grammar_learning,,,4.0,,,,,
222,8112.0,7,audio-slider-response,81,1586195,0.0-19.0-0.2,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,grammatical_6.mp3,grammar_learning,,,4.0,,,,,
223,13200.0,3,audio-slider-response,82,1599494,0.0-19.0-0.3,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,agrammatical_7.mp3,grammar_learning,,,4.0,,,,,
224,10200.0,7,audio-slider-response,83,1609788,0.0-19.0-0.4,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,grammatical_3.mp3,grammar_learning,,,4.0,,,,,
225,8349.0,1,audio-slider-response,84,1618238,0.0-19.0-0.5,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,agrammatical_1.mp3,grammar_learning,,,4.0,,,,,
226,16739.0,2,audio-slider-response,85,1635088,0.0-19.0-0.6,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,agrammatical_4.mp3,grammar_learning,,,4.0,,,,,
227,15661.0,6,audio-slider-response,86,1650749,0.0-19.0-0.7,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,grammatical_7.mp3,grammar_learning,,,4.0,,,,,
228,12589.0,2,audio-slider-response,87,1663439,0.0-19.0-0.8,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,agrammatical_8.mp3,grammar_learning,,,4.0,,,,,
229,8981.0,6,audio-slider-response,88,1672540,0.0-19.0-0.9,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,grammatical_4.mp3,grammar_learning,,,4.0,,,,,
230,15280.0,3,audio-slider-response,89,1687923,0.0-19.0-0.10,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,agrammatical_6.mp3,grammar_learning,,,4.0,,,,,
231,7939.0,7,audio-slider-response,90,1695960,0.0-19.0-0.11,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,grammatical_8.mp3,grammar_learning,,,4.0,,,,,
232,8891.0,2,audio-slider-response,91,1704947,0.0-19.0-0.12,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,agrammatical_2.mp3,grammar_learning,,,4.0,,,,,
233,8440.0,3,audio-slider-response,92,1713500,0.0-19.0-0.13,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,agrammatical_3.mp3,grammar_learning,,,4.0,,,,,
234,7781.0,3,audio-slider-response,93,1721386,0.0-19.0-0.14,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,agrammatical_5.mp3,grammar_learning,,,4.0,,,,,
235,9109.0,6,audio-slider-response,94,1730490,0.0-19.0-0.15,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,grammatical_1.mp3,grammar_learning,,,4.0,,,,,
236,90704.0,"{""prolific_id"":""finger tapping/swaying to the melodies""}",survey-html-form,95,1821198,0.0-20.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,,,,,,,,,,
237,3740.0, ,html-keyboard-response,96,1824941,0.0-21.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"<p>In this part of the experiment, you will presented with two melodies in succession. 
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
238,11916.0, ,html-keyboard-response,97,1836862,0.0-22.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"<p>The melodies are nearly identical, but have either an added accent or one different note. </p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
239,5577.0, ,html-keyboard-response,98,1842444,0.0-23.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,"<p>    Please choose the melody that <b>sounds better to you.</b></p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
240,11196.0, ,html-keyboard-response,99,1853644,0.0-24.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,There are <b>32 questions</b> in this section.,,,,,,,,,
241,8621.0,f,audio-keyboard-response,100,1862421,0.0-25.0-0.0,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_IC_default_3_4.mp3,forced_choice,,,,,f,False,True,
242,9571.0,f,audio-keyboard-response,101,1871997,0.0-25.0-0.1,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_accents_54_4.mp3,forced_choice,,,,j,,False,False,
243,7291.0,f,audio-keyboard-response,102,1879453,0.0-25.0-0.2,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_accents_56_2.mp3,forced_choice,,,,j,,False,False,
244,9880.0,j,audio-keyboard-response,103,1889476,0.0-25.0-0.3,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_IC_default_5_2.mp3,forced_choice,,,,,j,False,True,
245,9859.0,f,audio-keyboard-response,104,1899485,0.0-25.0-0.4,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_IC_accent_5_4.mp3,forced_choice,,,,,j,False,False,
246,17869.0,j,audio-keyboard-response,105,1917525,0.0-25.0-0.5,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_IC_default_5_4.mp3,forced_choice,,,,,j,False,True,
247,7008.0,f,audio-keyboard-response,106,1924676,0.0-25.0-0.6,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_accents_32_2.mp3,forced_choice,,,,j,,False,False,
248,6760.0,f,audio-keyboard-response,107,1931588,0.0-25.0-0.7,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_IC_accent_3_4.mp3,forced_choice,,,,,f,False,True,
249,6451.0,f,audio-keyboard-response,108,1938172,0.0-25.0-0.8,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_accents_54_2.mp3,forced_choice,,,,j,,False,False,
250,6299.0,f,audio-keyboard-response,109,1944612,0.0-25.0-0.9,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_accents_56_3.mp3,forced_choice,,,,j,,False,False,
251,5539.0,f,audio-keyboard-response,110,1950292,0.0-25.0-0.10,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_accents_56_1.mp3,forced_choice,,,,j,,False,False,
252,22589.0,j,audio-keyboard-response,111,1973045,0.0-25.0-0.11,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_IC_default_3_2.mp3,forced_choice,,,,,f,False,False,
253,7179.0,f,audio-keyboard-response,112,1980355,0.0-25.0-0.12,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_IC_accent_3_1.mp3,forced_choice,,,,,f,False,True,
254,7331.0,f,audio-keyboard-response,113,1987836,0.0-25.0-0.13,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_IC_accent_5_1.mp3,forced_choice,,,,,j,False,False,
255,7099.0,f,audio-keyboard-response,114,1995084,0.0-25.0-0.14,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_accents_32_4.mp3,forced_choice,,,,j,,False,False,
256,5819.0,f,audio-keyboard-response,115,2001044,0.0-25.0-0.15,14,tonic G5,2024-05-31 11:17:46,ab8c78d7af27e364ce40308a28d3270a,86.6.249.219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,Firefox,126.0,Windows,10.0,https://app.prolific.com/,"en-GB,en;q=0.5",vxv6m3,fc_IC_accent_5_3.mp3,forced_choice,,,,,j,False,False,
