rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,subject,stimulus,task,correct,subtask,slider_start,accent,high_IC,accent_chosen,high_IC_chosen,question_order
10568,j,audio-keyboard-response,118,1685811,0.0-25.0-0.19,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_IC_accent_3_4.mp3,forced_choice,,,,NA,f,false,false,
6101,f,audio-keyboard-response,119,1692035,0.0-25.0-0.20,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_IC_accent_5_2.mp3,forced_choice,,,,NA,j,false,false,
6408,j,audio-keyboard-response,120,1698531,0.0-25.0-0.21,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_accents_34_2.mp3,forced_choice,,,,j,NA,true,false,
6899,f,audio-keyboard-response,121,1705539,0.0-25.0-0.22,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_IC_default_3_1.mp3,forced_choice,,,,NA,f,false,true,
6259,j,audio-keyboard-response,122,1711907,0.0-25.0-0.23,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_IC_default_3_4.mp3,forced_choice,,,,NA,f,false,false,
6821,j,audio-keyboard-response,123,1718835,0.0-25.0-0.24,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_accents_32_2.mp3,forced_choice,,,,j,NA,true,false,
5720,f,audio-keyboard-response,124,1724739,0.0-25.0-0.25,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_IC_accent_5_3.mp3,forced_choice,,,,NA,j,false,false,
7349,f,audio-keyboard-response,125,1732195,0.0-25.0-0.26,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_IC_accent_5_1.mp3,forced_choice,,,,NA,j,false,false,
6520,f,audio-keyboard-response,126,1738819,0.0-25.0-0.27,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_accents_54_3.mp3,forced_choice,,,,j,NA,false,false,
8600,j,audio-keyboard-response,127,1747523,0.0-25.0-0.28,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_accents_34_4.mp3,forced_choice,,,,j,NA,true,false,
6171,j,audio-keyboard-response,128,1753795,0.0-25.0-0.29,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_IC_accent_3_1.mp3,forced_choice,,,,NA,f,false,false,
5941,f,audio-keyboard-response,129,1759875,0.0-25.0-0.30,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_accents_54_2.mp3,forced_choice,,,,j,NA,false,false,
6808,f,audio-keyboard-response,130,1766771,0.0-25.0-0.31,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,fc_IC_default_5_2.mp3,forced_choice,,,,NA,j,false,false,
3838, ,html-keyboard-response,131,1770611,0.0-26.0,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,"<p>You have completed all the listening in this experiment. The remaining questions about your background
          will help us better understand your responses. You can skip any question that you do not wish to answer. </p>
          <p> <b> Press the space bar to continue. </b></p>",,,,,,,,,
3289,"{""HeadphoneUse"":""Yes, I used headphones""}",survey-multi-choice,132,1773902,0.0-27.0,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,,survey,,,,,,,,[0]
13893,"{""age"":""1990"",""country"":""USA"",""language"":""ENGLISH""}",survey-html-form,133,1787799,0.0-28.0,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,,survey,,,,,,,,
2038,"{""Gender"":""Male""}",survey-multi-choice,134,1789839,0.0-29.0,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,,survey,,,,,,,,[0]
41832,"{""Colors"":[""Rock"",""Hip-hop"",""Other non-Western music""]}",survey-multi-select,135,1831676,0.0-30.0,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,,,,,,,,,,[0]
10840,"{""HearingImpairment"":""No"",""PerfectPitch"":""No"",""Singing"":""Yes""}",survey-multi-choice,136,1842518,0.0-31.0,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,,survey,,,,,,,,"[0,1,2]"
34497,"{""PracticeHours"":""Under 30 minutes"",""TrainingYears"":""Less than 1 year"",""TrainingType"":""I taught myself"",""Expertise"":""Advanced"",""NonWesternTraining"":""Yes""}",survey-multi-choice,137,1877019,0.0-32.0,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,,survey,,,,,,,,"[0,1,2,3,4]"
11862,"{""TrainingStart"":""10-15""}",survey-multi-choice,138,1888884,0.0-33.0,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,,survey,,,,,,,,[0]
6187,0,html-button-response,139,1895074,0.0-34.0,18,tonic E5,2024-06-02 16:07:12,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,45.19.163.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",xk6t6z,"You have reached the end of the experiment. Your completion code is <b>C1AWH3EX</b>.
    <p>For questions or concerns, please write to <b>haiqin.zhang@ens.psl.eu.</b></p>
    Thank you for your participation!
  ",,,,,,,,,
51517,"{""prolific_id"":""66044622f6155bf104e762bc""}",survey-html-form,0,51522,0.0-0.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,,,,,,,,,,
2891, ,html-keyboard-response,1,54416,0.0-1.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"
    <p>Please complete the experiment in a quiet place.
      We highly recommend using headphones.</p>

    </p align = 'justify'> <b>Press the space bar to proceed.</b> </p>",,,,,,,,,
29, ,html-keyboard-response,2,54448,0.0-2.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"
    <p>A series of soundchecks will now be played to help you adjust the volume
      to a comfortable level. </p>

    </p align = 'justify'> <b>Press the space bar to proceed.</b> </p>",,,,,,,,,
12902,1,audio-button-response,3,68155,0.0-3.0-0.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,grammatical_1.mp3,,,,,,,,,
23444, ,html-keyboard-response,4,91601,0.0-4.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"<p width = 300 px>
    You will now hear two melodies in succession. 
    The notes in each melody are the same, but there is an accent on one note for one of the melodies. 
    <b>Listen for which melody has the accent.</b>
    </p>
    
    Press the space bar to continue.",,,,,,,,,
5895, ,html-keyboard-response,5,97499,0.0-5.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"<p width = 300 px>
    <b>You must score at least 2/3 to proceed with the experiment.</b>
    </p>
    
    Press the space bar to continue.",,,,,,,,,
12100,1,audio-button-response,6,109802,0.0-6.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,fc_accents_32_1.mp3,soundcheck,true,,,,,,,
5015, ,html-keyboard-response,7,114819,0.0-7.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,<p>Correct!</p> Press the space bar to continue.,,,,,,,,,
15801,1,audio-button-response,8,130770,0.0-8.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,fc_accents_56_4.mp3,soundcheck,true,,,,,,,
14780, ,html-keyboard-response,9,145552,0.0-9.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,<p>Correct!</p> Press the space bar to continue.,,,,,,,,,
6780,0,audio-button-response,10,152474,0.0-10.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,fc_accents_54_4.mp3,soundcheck,false,,,,,,,
2736, ,html-keyboard-response,11,155212,0.0-11.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,<p>Incorrect.</p> Press the space bar to continue.,,,,,,,,,
84, ,html-keyboard-response,12,155299,0.0-12.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"If you got <b>less than 2/3</b> of the previous soundcheck questions correct, <b>we unfortunately cannot use your data or pay you</b>. Please exit the experiment now.
    
    <p>If you got <b>more than 2/3</b> correct, press the space bar to continue</p>.",,,,,,,,,
9702, ,html-keyboard-response,13,165003,0.0-13.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"<p>Please listen carefully to the following set of melodies. 
      You will occassionally be asked some basic questions about some of the melodies to check your attention level. </p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
14257, ,html-keyboard-response,14,179263,0.0-14.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"<p>The attention questions vary in difficulty, but you must get at least some questions correct for us to pay you.</p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
19, ,html-keyboard-response,15,179285,0.0-15.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"
    This part of the experiment should take <b>15-20 minutes</b>. 
    <p><b>Press the space bar to begin.</b></p>",,,,,,,,,
null,null,audio-keyboard-response,16,202517,0.0-16.0-0.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"[""exposure_4s_8.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,17,226557,0.0-16.0-1.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"[""exposure_4s_43.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,18,249780,0.0-16.0-2.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"[""exposure_4s_30.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,19,273014,0.0-16.0-3.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"[""exposure_4s_4.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,20,296232,0.0-16.0-4.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"[""exposure_4s_9.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,21,319487,0.0-16.0-5.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"[""exposure_4s_24.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,22,343498,0.0-16.0-6.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"[""exposure_4s_25.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,23,366792,0.0-16.0-7.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"[""exposure_4s_2.mp3""]",exposure,,exp_noresponse,,,,,,
9230,1,audio-button-response,24,376162,0.0-16.0-8.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,attn_length_int_1.mp3,exposure,true,attncheck,,,,,,
8493,1,audio-button-response,25,384658,0.0-16.0-9.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,attn_length_int_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,26,407857,0.0-16.0-10.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"[""exposure_4s_45.mp3""]",exposure,,exp_noresponse,,,,,,
7549,1,audio-button-response,27,415410,0.0-16.0-11.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,attn_length_int_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,28,438631,0.0-16.0-12.0,13,tonic E5,2024-06-02 15:59:18,ecb3e64ed8cd71acc3b73d1b8ab0c1b0,75.207.30.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",WebKit,Edge,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",lcw0nv,"[""exposure_4s_19.mp3""]",exposure,,exp_noresponse,,,,,,
