,rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,subject,filename,task,correct,subtask,slider_start,accent,high_IC,accent_chosen,high_IC_chosen,question_order,Unnamed: 0,grammaticality,sequence
10,5805.0,3,audio-slider-response,88,1439112,0.0-19.0-0.10,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,grammatical_1.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
11,5730.0,3,audio-slider-response,89,1444942,0.0-19.0-0.11,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,agrammatical_7.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
12,6577.0,2,audio-slider-response,90,1451611,0.0-19.0-0.12,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,agrammatical_3.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
13,6850.0,2,audio-slider-response,91,1458535,0.0-19.0-0.13,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,agrammatical_1.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
14,5851.0,2,audio-slider-response,92,1464467,0.0-19.0-0.14,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,agrammatical_5.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
15,9410.0,3,audio-slider-response,93,1474019,0.0-19.0-0.15,20,tonic Cs5,2024-06-02 19:23:40,6002660e01f3b1b72159da84d3eceb55,174.82.68.72,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9",dykydm,grammatical_3.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
16,6691.0,7,audio-slider-response,78,1316252,0.0-19.0-0.0,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,grammatical_6.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
17,6819.0,3,audio-slider-response,79,1323204,0.0-19.0-0.1,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,agrammatical_2.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
18,8901.0,6,audio-slider-response,80,1332106,0.0-19.0-0.2,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,grammatical_8.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
19,7011.0,7,audio-slider-response,81,1339282,0.0-19.0-0.3,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,grammatical_4.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
20,6499.0,3,audio-slider-response,82,1345931,0.0-19.0-0.4,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,agrammatical_6.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
21,6909.0,6,audio-slider-response,83,1352973,0.0-19.0-0.5,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,grammatical_5.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
22,10741.0,3,audio-slider-response,84,1363863,0.0-19.0-0.6,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,agrammatical_5.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
23,7229.0,6,audio-slider-response,85,1371221,0.0-19.0-0.7,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,grammatical_7.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
24,11059.0,7,audio-slider-response,86,1382449,0.0-19.0-0.8,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,grammatical_2.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
25,9971.0,3,audio-slider-response,87,1392549,0.0-19.0-0.9,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,agrammatical_4.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
26,9341.0,6,audio-slider-response,88,1401898,0.0-19.0-0.10,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,grammatical_1.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
27,11560.0,4,audio-slider-response,89,1413596,0.0-19.0-0.11,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,agrammatical_3.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
28,7512.0,5,audio-slider-response,90,1421112,0.0-19.0-0.12,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,grammatical_3.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
29,6712.0,3,audio-slider-response,91,1427952,0.0-19.0-0.13,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,agrammatical_8.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
30,7851.0,3,audio-slider-response,92,1435947,0.0-19.0-0.14,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,agrammatical_1.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
31,6779.0,3,audio-slider-response,93,1442889,0.0-19.0-0.15,10,tonic Cs5,2024-06-02 10:38:23,6002660e01f3b1b72159da84d3eceb55,86.28.107.21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",vxh5qr,agrammatical_7.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
32,18480.0,6,audio-slider-response,79,1648312,0.0-19.0-0.0,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,grammatical_5.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
33,8091.0,2,audio-slider-response,80,1656472,0.0-19.0-0.1,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,agrammatical_2.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
34,11128.0,3,audio-slider-response,81,1667689,0.0-19.0-0.2,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,agrammatical_5.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
35,3731.0,4,audio-slider-response,82,1671418,0.0-19.0-0.3,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,grammatical_1.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
36,8019.0,5,audio-slider-response,83,1679539,0.0-19.0-0.4,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,agrammatical_3.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
37,6360.0,2,audio-slider-response,84,1685973,0.0-19.0-0.5,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,grammatical_3.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
38,12229.0,3,audio-slider-response,85,1698303,0.0-19.0-0.6,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,agrammatical_1.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
39,7360.0,7,audio-slider-response,86,1705734,0.0-19.0-0.7,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,grammatical_4.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
40,8651.0,3,audio-slider-response,87,1714461,0.0-19.0-0.8,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,agrammatical_7.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
41,9371.0,5,audio-slider-response,88,1723906,0.0-19.0-0.9,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,grammatical_7.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
42,15720.0,1,audio-slider-response,89,1739703,0.0-19.0-0.10,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,agrammatical_6.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
43,9120.0,5,audio-slider-response,90,1748825,0.0-19.0-0.11,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,grammatical_8.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
44,7619.0,5,audio-slider-response,91,1756522,0.0-19.0-0.12,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,grammatical_6.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
45,7160.0,2,audio-slider-response,92,1763755,0.0-19.0-0.13,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,agrammatical_4.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
46,7080.0,2,audio-slider-response,93,1770904,0.0-19.0-0.14,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,agrammatical_8.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
47,6760.0,5,audio-slider-response,94,1777748,0.0-19.0-0.15,11,tonic Cs5,2024-06-02 10:41:31,6002660e01f3b1b72159da84d3eceb55,81.151.147.243,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",WebKit,Edge,124.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9,en-GB;q=0.8",jkxofs,grammatical_2.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
48,5764.0,3,audio-slider-response,79,1288544,0.0-19.0-0.0,16,tonic Cs5,2024-06-02 19:22:46,6002660e01f3b1b72159da84d3eceb55,80.5.9.78,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",8ybm77,grammatical_2.mp3,grammar_learning,,,4.0,,,,,,,grammatical,
49,4609.0,3,audio-slider-response,80,1293224,0.0-19.0-0.1,16,tonic Cs5,2024-06-02 19:22:46,6002660e01f3b1b72159da84d3eceb55,80.5.9.78,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",8ybm77,agrammatical_5.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
50,5828.0,5,audio-slider-response,81,1299152,0.0-19.0-0.2,16,tonic Cs5,2024-06-02 19:22:46,6002660e01f3b1b72159da84d3eceb55,80.5.9.78,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Macintosh,Chrome,125.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",8ybm77,agrammatical_4.mp3,grammar_learning,,,4.0,,,,,,,agrammatical,
