rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,subject,stimulus,task,correct,subtask,slider_start,accent,high_IC,accent_chosen,high_IC_chosen,question_order
1928, ,html-keyboard-response,10,164355,0.0-9.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,<p>Incorrect.</p> Press the space bar to continue.,,,,,,,,,
7160,1,audio-button-response,11,171808,0.0-10.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,fc_accents_54_4.mp3,soundcheck,true,,,,,,,
1964, ,html-keyboard-response,12,173774,0.0-11.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,<p>Correct!</p> Press the space bar to continue.,,,,,,,,,
33257, ,html-keyboard-response,13,207033,0.0-12.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"If you got <b>less than 2/3</b> of the previous soundcheck questions correct, <b>we unfortunately cannot use your data or pay you</b>. Please exit the experiment now.
    
    <p>If you got <b>more than 2/3</b> correct, press the space bar to continue</p>.",,,,,,,,,
11681, ,html-keyboard-response,14,218719,0.0-13.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"<p>Please listen carefully to the following set of melodies. 
      You will occassionally be asked some basic questions about some of the melodies to check your attention level. </p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
10369, ,html-keyboard-response,15,229092,0.0-14.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"<p>The attention questions vary in difficulty, but you must get at least some questions correct for us to pay you.</p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
5139, ,html-keyboard-response,16,234234,0.0-15.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"
    This part of the experiment should take <b>15-20 minutes</b>. 
    <p><b>Press the space bar to begin.</b></p>",,,,,,,,,
null,null,audio-keyboard-response,17,258185,0.0-16.0-0.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_17.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,18,281953,0.0-16.0-1.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_14.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,19,305762,0.0-16.0-2.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_33.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,20,329541,0.0-16.0-3.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_34.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,21,353343,0.0-16.0-4.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_30.mp3""]",exposure,,exp_noresponse,,,,,,
9560,1,audio-button-response,22,363326,0.0-16.0-5.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,attn_length_easy_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,23,386344,0.0-16.0-6.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_33.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,24,409361,0.0-16.0-7.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_30.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,25,433001,0.0-16.0-8.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_11.mp3""]",exposure,,exp_noresponse,,,,,,
9931,1,audio-button-response,26,442938,0.0-16.0-9.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,attn_length_easy_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,27,466718,0.0-16.0-10.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_28.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,28,490621,0.0-16.0-11.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_10.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,29,514681,0.0-16.0-12.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_32.mp3""]",exposure,,exp_noresponse,,,,,,
8400,1,audio-button-response,30,523551,0.0-16.0-13.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,attn_length_int_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,31,546560,0.0-16.0-14.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_32.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,32,570272,0.0-16.0-15.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_18.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,33,593293,0.0-16.0-16.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_33.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,34,616308,0.0-16.0-17.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_30.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,35,639991,0.0-16.0-18.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_24.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,36,663003,0.0-16.0-19.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_11.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,37,686882,0.0-16.0-20.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_43.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,38,709902,0.0-16.0-21.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_32.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,39,733723,0.0-16.0-22.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_37.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,40,757432,0.0-16.0-23.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_3.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,41,780440,0.0-16.0-24.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_37.mp3""]",exposure,,exp_noresponse,,,,,,
8899,1,audio-button-response,42,789351,0.0-16.0-25.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,attn_length_easy_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,43,813480,0.0-16.0-26.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_2.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,44,836502,0.0-16.0-27.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_11.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,45,860333,0.0-16.0-28.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_25.mp3""]",exposure,,exp_noresponse,,,,,,
15539,1,audio-button-response,46,876442,0.0-16.0-29.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,attn_length_hard_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,47,899456,0.0-16.0-30.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_24.mp3""]",exposure,,exp_noresponse,,,,,,
8320,1,audio-button-response,48,907781,0.0-16.0-31.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,attn_length_int_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,49,931630,0.0-16.0-32.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_44.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,50,955789,0.0-16.0-33.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_40.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,51,978798,0.0-16.0-34.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""exposure_4s_43.mp3""]",exposure,,exp_noresponse,,,,,,
8819,1,audio-button-response,52,987620,0.0-16.0-35.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,attn_length_easy_1.mp3,exposure,true,attncheck,,,,,,
8469,3,audio-slider-response,53,996766,0.0-16.0-36.0,3,tonic G4,2024-04-30 12:07:05,82b5fab46a22c85f845190e7e39286c1,2.87.97.115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",WebKit,Chrome,124.0.0.0,Windows,10.0,https://app.prolific.com/,"el-GR,el;q=0.9",a237ah,"[""grammatical_5.mp3""]",exposure,,exp_liking,4,,,,,
